ID	course_code	SUBJ_DESC	COLL_DESC	DEPT_DESC	Long_Title	COURSE_DESC	Related_To_Data_Science
958	LLC-601	Lang, Lit, & Cultures	College of Arts and Sciences	Languages, Lit and Cultures	Research Methods and Critical Analysis	Research and analysis in literary and cultural criticism. Designed especially for entering MA students.	0
959	LLC-665	Lang, Lit, & Cultures	College of Arts and Sciences	Languages, Lit and Cultures	Clinical Practice/Seminar in Teaching World Languages	Clinical practicum in teaching foreign language. Observation, participation, and appropriate classroom teaching experience in a full-time teaching assignment with a weekly seminar.	0
960	LLC-701	Lang, Lit, & Cultures	College of Arts and Sciences	Languages, Lit and Cultures	Languages for Graduate Studies	Language course for graduate students. This course will develop the students' proficiency in a selected language (Arabic, ASL, French, Spanish, German, Japanese, Chinese, Russian) and promote research skills in a global context.	0
961	MAS-610	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Culture and Ideas	Artistic, literary, philosophical, or religious traditions, works of particular thinkers, and historical discourse on intellectual issues.	0
962	MAS-610	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Culture and Ideas	Artistic, literary, philosophical, or religious traditions, works of particular thinkers, and historical discourse on intellectual issues.	0
963	MAS-610	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Culture and Ideas	Artistic, literary, philosophical, or religious traditions, works of particular thinkers, and historical discourse on intellectual issues.	0
964	MAS-610	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Culture and Ideas	Artistic, literary, philosophical, or religious traditions, works of particular thinkers, and historical discourse on intellectual issues.	0
965	MAS-610	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Culture and Ideas	Artistic, literary, philosophical, or religious traditions, works of particular thinkers, and historical discourse on intellectual issues.	0
966	MAS-620	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Human Nature and Society	Issues concerning human nature, society, or political life through works or problems from the various social sciences.	0
967	MAS-620	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Human Nature and Society	Issues concerning human nature, society, or political life through works or problems from the various social sciences.	0
968	MAS-620	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Human Nature and Society	Issues concerning human nature, society, or political life through works or problems from the various social sciences.	0
969	MAS-620	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Human Nature and Society	Issues concerning human nature, society, or political life through works or problems from the various social sciences.	0
970	MAS-630	Master of Applied Arts/Science	Interdisciplinary	Applied Arts and Sciences	Scientific Reasoning	Reflections on scientific reasoning and/or investigations of particular problems to illustrate scientific reasoning.	0
971	MAT-503	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Problem Solving in Mathematics	Investigates the nature of problem solving, covers procedures involved in problem solving, develops individual problem solving skills, and collects a set of appropriate problems. Required for middle grades mathematics concentration.	0
972	MAT-505	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Foundations of Mathematics for Teachers	Primarily for students seeking teacher certification. Includes properties and algebra of real numbers; analytic geometry; polynomial, rational, exponential, logarithmic, and trigonometric functions; complex numbers; concept of limits of functions.	0
973	MAT-513	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Historical Development of Mathematics	Study of the historical development of mathematics, not a history of persons involved in development.	0
974	MAT-591	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Advanced Abstract Algebra	Groups: homomorphisms, quotient groups, Sylow theorems, finitely generated abelian groups. Rings: homomorphisms, ideals, quotient rings, integral domains, Euclidean domains, factorization. Fields: algebraic extensions of fields, Galois theory.	0
975	MAT-601	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Seminar in the Teaching of Mathematics I	Seminar on practices and principles of undergraduate teaching in mathematics and statistics.	1
976	MAT-602	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Seminar in Mathematical Software	Variety of issues in the design of mathematical software, i.e., type systems, user interfaces, and memory management. Each student investigates one computer algebra system more closely.	1
977	MAT-603	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Practicum in the Teaching of Mathematics	Practicum in teaching mathematics at the college/university level. Topics include course design, class materials, exams, grading, syllabus, choosing textbooks, dealing with difficult matters, and mathematical typesetting.	0
978	MAT-614	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Theory of Numbers	An introductory course to both multiplicative and additive number theory. Divisibility, prime numbers, congruencies, linear and nonlinear Diophantine equations (including Pell's equation), quadratic residues, number-theoretic functions, and other topics.	0
979	MAT-617	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Theory of Groups	Elementary properties of groups and homomorphisms, quotients and products of groups, the Sylow theorems, structure theory for finitely generated abelian groups.	0
980	MAT-619	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Intuitive Concepts in Topology	Basic concepts, vector fields, the Jordan curve theorem, surfaces, homology of complexes, continuity.	0
981	MAT-620	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Non-Euclidean Geometry	Fifth postulate, hyperbolic geometries, elliptic geometries, consistency of non-Euclidean geometries, models for geometries, elements of inversion.	0
982	MAT-621	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Projective Geometry	Transformation groups and projective, affine and metric geometries of the line, plane, and space. Homogeneous coordinates, principles of duality, involutions, cross-ratio, collineations, fixed points, conics, models, and Euclidean specializations.	0
983	MAT-622	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Introductory Functional Analysis	Basic concepts in Banach spaces, Hilbert spaces, linear operators, and their applications.	0
984	MAT-623	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Numerical Methods	Number systems and errors, solutions of non-linear and linear systems, interpolation, numerical differentiation and integration, solution of differential equations. Implementation of numerical methods using a high-level programming language.	0
985	MAT-625	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Intermediate Mathematical Analysis	Integration, infinite series, sequences and series of functions.	0
986	MAT-627	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Numerical Methods	Number systems and errors, solutions of non-linear and linear systems, interpolation, numerical differentiation and integration, solution of differential equations. Implementation of numerical methods using a high-level programming language.	0
987	MAT-631	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Combinatorial Analysis	The pigeon-hole principle, permutations, combinations, generating functions, principle of inclusion and exclusion, distributions, partitions, recurrence relations.	0
988	MAT-632	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Introductory Graph Theory	Basic concepts, graph coloring, trees, planar graphs, networks.	0
989	MAT-635	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Differential Equations and Orthogonal Systems	An introduction to Fourier series and orthogonal sets of functions, with applications to boundary value problems.	0
990	MAT-636	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Partial Differential Equations with Applications	Fourier integrals, Bessel functions, Legendre polynomials and their applications. Existence and uniqueness of solutions to boundary value problems.	0
991	MAT-639	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Topics in Applied Mathematics	Selected topics of current interest in applied mathematics.	0
992	MAT-640	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Introductory Complex Analysis	The complex number system, holomorphic functions, power series, complex integration, representation theorems, the calculus of residues.	0
993	MAT-641	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Stochastic Processes	Markov processes, Markov reward processes, queuing, decision making, graphs, and networks. Applications to performance, reliability, and availability modeling.	0
994	MAT-642	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Stochastic Processes	Markov processes, Markov reward processes, queuing, decision making, graphs, and networks. Applications to performance, reliability, and availability modeling.	0
995	MAT-659	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Advanced Topics in Mathematics	Topics vary according to interest and demand, and include algebra, applied mathematics, combinatorics, dynamics, mathematical logic, topology, and other topics.	0
996	MAT-686	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Financial Mathematics for Actuaries	Measurement of interest, present and accumulated value, amortization, sinking funds, bonds, duration, immunization, and an introductory analysis of financial derivatives. Intended to help prepare for the FM/2 actuarial exam.	0
997	MAT-687	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Project in Mathematics	Directed research project in Mathematics.	0
998	MAT-691	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Advanced Abstract Algebra	Groups: homomorphisms, quotient groups, Sylow theorems, finitely generated abelian groups. Rings: homomorphisms, ideals, quotient rings, integral domains, Euclidean domains, factorization. Fields: algebraic extensions of fields, Galois theory.	0
999	MAT-692	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Advanced Abstract Algebra	Groups: homomorphisms, quotient groups, Sylow theorems, finitely generated abelian groups. Rings: homomorphisms, ideals, quotient rings, integral domains, Euclidean domains, factorization. Fields: algebraic extensions of fields, Galois theory.	0
1000	MAT-695	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Mathematical Analysis	Real number axioms, metric spaces, sequences, series, continuity, differentiation, the Riemann-Stieltjes integral.	0
1001	MAT-696	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Mathematical Analysis	Real number axioms, metric spaces, sequences, series, continuity, differentiation, the Riemann-Stieltjes integral.	0
1002	MAT-701	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Graduate Seminar in Computational Mathematics	Readings from the literature of computational mathematics.	0
1003	MAT-709	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Topics in Computational Mathematics	Advanced study in special topics in computational mathematics.	0
1004	MAT-721	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Mathematical Cryptography	Mathematics of cryptography with emphasis on public key systems. Applications of elliptic and hyperelliptic curves and lattice theory in attacking and evaluating the security of cryptographic systems.	0
1005	MAT-723	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Numerical Mathematics	Functional analytic treatment of computation, approximation, optimization, interpolation, smoothing equations, linear systems, differential equations. Emphasis on the mathematical development and analysis of numerical techniques.	0
1006	MAT-726	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Finite Element Methods	Introduce the fundamental concepts of the finite element method for approximating solutions to boundary and initial boundary value problems. Topics include modeling, mathematical formulations, convergence analysis, and computer implementation.	0
1007	MAT-727	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Linear Algebra and Matrix Theory	Vector spaces. Linear operators and similarity. The eigenvalue problem and a special decomposition theorem. Normal forms: Smith form for matrices, rational and Jordan forms. Spectral resolution of matrix functions. Special topics.	0
1008	MAT-728	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Linear Algebra and Matrix Theory	Vector spaces. Linear operators and similarity. The eigenvalue problem and a special decomposition theorem. Normal forms: Smith form for matrices, rational and Jordan forms. Spectral resolution of matrix functions. Special topics.	0
1009	MAT-735	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Ordinary Differential Equations	Existence and uniqueness theorems for initial value problems, theory of linear equations, nonlinear equations, stability theory, boundary value problems.	0
1010	MAT-736	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Partial Differential Equations	Derivation of partial differential equations (PDE) models and applications, linear first order PDE's, elliptic equations and Green's function, PDE's of parabolic and hyperbolic type.	0
1011	MAT-737	Mathematics	College of Arts and Sciences	Mathematics and Statistics	General Topology	Topological spaces, point set topology, product and quotient spaces, embedding and metrization, uniform spaces, function spaces, homotopy theory, simplicial complexes and homology, more algebraic topology, general homology theories.	0
1012	MAT-741	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Modern Abstract Algebra	Real and complex number fields; rings, integral domains and fields; polynomial rings; extensions of rings and fields; elementary factorization theory; ideals; topics in linear algebra.	0
1013	MAT-742	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Computational Number Theory	Main algorithms used to compute basic information about algebraic number fields, including integral bases, ideal factorization, system of fundamental units, and class group structure.	0
1014	MAT-743	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Complex Analysis	The complex number system, holomorphic functions, power series, complex integration, representation theorems, the calculus of residues.	0
1015	MAT-745	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Real Analysis	Lebesque measure; the Lebesque integral; differentiation and integration, the classical Banach spaces; metric spaces, topological spaces, compact spaces; Banach spaces, measure and integration, measure and outer measure; the Daniell integral; mappings of measure spaces.	0
1016	MAT-746	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Real Analysis	Lebesque measure; the Lebesque integral; differentiation and integration, the classical Banach spaces; metric spaces, topological spaces, compact spaces; Banach spaces, measure and integration, measure and outer measure; the Daniell integral; mappings of measure spaces.	0
1017	MAT-747	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Computational Topology	Triangulations and WRAP. Computing homology algorithmically. Morse theory and persistent homology. Computations on knots, braids, and links.	0
1018	MAT-748	Mathematics	College of Arts and Sciences	Mathematics and Statistics	Computational Algebra	Variety of basic subjects in computational algebra: fast arithmetic, algorithms for finite fields, matrix normal forms over rings, polynomial factorization, and Groebner bases.	0
1019	MBA-701	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Quantitative Analysis for Decision Making	Quantitative methods and spreadsheet skills to support management practice and decision making.  Topics include statistical hypothesis testing, confidence intervals, regression analysis, optimization modeling, decision analysis and risk analysis.	1
1020	MBA-702	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Financial and Managerial Accounting	Introduction to financial and managerial accounting.  Topics include financial statements, financial analysis of those statements, cost accounting, and accounting's role in managerial decision-making.	0
1021	MBA-703	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Economic Policies and Impact on Global Outcomes	Economic analysis of markets, and government intervention that addresses the sustainability of fiscal, monetary and exchange rate policy and their short-run and long-run impact on the global environment.	0
1022	MBA-706	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Marketing Management	Issues related to the marketing process, major trends and forces that are changing the marketing landscape, marketing information, building and managing brands, marketing strategy and roles of ethics in marketing.	0
1023	MBA-707	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Financial Management	Financial decision-making; time value of money, risk and return, valuation of securities, financial options, cost of capital, capital budgeting, working capital policy, financing decisions.	0
1024	MBA-708	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Operations for Competitive Advantage	The course examines design, operation, and control of organizations for gaining and maintaining competitive advantage in the market place. Strategic and tactical issues will be integrated with a systems approach.	0
1025	MBA-712	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Strategic Management	Examines the tools and techniques of strategic analysis, the formulation and implementation of competitive and corporate strategy for creating and sustaining competitive advantage.	0
1026	MBA-716	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Leadership and Sustainable Business	Introduction to the values associated with ethics and sustainability relative to leadership, from idea formulation through communication within various constituencies across organizational contexts and communication media.	0
1027	MBA-717	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Technology and Innovation	The role of technology (including information technology, business intelligence, and data analytics) in innovation.  Students will develop a technology-based actionable plan for an organization.	0
1028	MBA-718	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Global Business in Practice	Principles and practices of conducting business in a global environment.	0
1029	MBA-719	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Strategic Management in Action	Integration of tools and techniques of strategic analysis, formulation and implementation of competitive and corporate strategy.  Students engage in professional consulting and/or experiential projects with local organizations.	0
1030	MBA-720	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Investments	This course explores theories and applications related to portfolio theory, asset allocation and pricing, stock return predictability and anomalies, fixed income pricing and risk management using derivatives.	0
1031	MBA-721	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Financial Statement Analysis and Valuation	This course is about value. Emphasis is on equity analysis and valuation for public and private firms, but other types and purpose of valuation are covered.	0
1032	MBA-724	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Financial Institutions	Survey course intended for those interested in financial services careers and those with interest in general finance.  Will cover financial institutions, investment funds, trading markets and financial market regulation.	0
1033	MBA-730	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Marketing Research	Defining the purpose of marketing research, selecting a data gathering method, writing a survey/questionnaire, and sampling methods.  Using statistics and interpreting the results to make marketing decisions.	1
1034	MBA-731	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Brand Management	Examines brand management strategies, tools and decisions faced by organizations in planning, building and measuring brand equity for long term profitability.	0
1035	MBA-732	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Consumer Behavior	Applying behavioral theories to understand consumer consumption behaviors and the effect of environmental and psychological influences on the consumer decision-making process.	0
1036	MBA-733	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	International Marketing Management	Activities that direct the flow of products to markets in a transnational, transcultural context; transcultural consumer behavior; channel strategy, physical distribution, promotion, and pricing.	0
1037	MBA-741	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Creating and Sustaining Competitive Advantage	Student teams will serve as consultants to area organizations and provide their managers with comprehensive solutions to strategic challenges.	0
1038	MBA-742	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Organizational Internship	Academic and required work components allow students to gain organizational experience in an area of business. Course supervised by a designated graduate faculty member and an appropriate manager of the approved organization.	0
1039	MBA-743	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Directed Studies	Independent study of a business administration topic, not currently covered by courses in the MBA program, under the supervision of a faculty member(s).	0
1040	MBA-744	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Special Topics in Business Administration	Specific course title identified each semester by the topical extension to the basic title: e.g., Special Topics in Business Law; Organizational Theory.	0
1041	MBA-745	Master's in Business Admin	Sch of Business and Economics	Dean's Office - BE	Experience Business Abroad	Practices and principles involved in conducting business in a specified country. Lectures and seminars by local academicians and site visitations and lectures by foreign business people.	0
1042	MKT-530	Marketing	Sch of Business and Economics	MRK/ENT/HTM	Researching Opportunities in Entrepreneurship and Economic Development	Students will learn how to conduct research necessary to make informed decisions for an entrepreneurial venture and measure and assess economic development opportunities. No business research experience necessary.	0
1043	MST-520	Media Studies	College of Arts and Sciences	Media Studies	History of Film to 1938	Advanced study of world cinema from its prehistory in the late 19th century to the beginning of World War II in Europe, emphasizing significant movements, genres, and filmmakers.	0
1044	MST-521	Media Studies	College of Arts and Sciences	Media Studies	History of Film since 1938	Advanced study of world cinema from the beginning of World War II in Europe through the present, emphasizing significant movements, genres, and filmmakers.	0
1045	MST-524	Media Studies	College of Arts and Sciences	Media Studies	Media Financing and Distribution	The processes of raising and budgeting funds and distributing film and videos for theatrical release, direct DVD/video release, or television broadcast.	0
1046	MST-525	Media Studies	College of Arts and Sciences	Media Studies	Media Organization and Management	Principles and practices of the organization and management of electronic media and motion pictures.	0
1047	MST-528	Media Studies	College of Arts and Sciences	Media Studies	Topics in Film Studies	Study of selected topics in fictive or nonfictive films, including genres, works of an individual director, or other emphasis.	0
1048	MST-550	Media Studies	College of Arts and Sciences	Media Studies	Media Script Analysis	Analysis of the key structural and thematic elements of narrative screenplays.	0
1049	MST-551	Media Studies	College of Arts and Sciences	Media Studies	Writing the Feature Film I	Advanced study of screenwriting with emphasis on the creation of a step outline for a feature length screenplay.	0
1050	MST-552	Media Studies	College of Arts and Sciences	Media Studies	Writing the Feature Film II	A writing workshop in which students complete the first draft and a polish of a feature-length screenplay, based on the outline from MST 551.	0
1051	MST-553	Media Studies	College of Arts and Sciences	Media Studies	Advanced Media Writing	Practice in television script writing with emphasis given to development of concepts and proposals for episodic television. Practice in analyzing and writing for existing television series and/or development of new programs.	0
1052	MST-580	Media Studies	College of Arts and Sciences	Media Studies	Directing for Television	Fundamental principles of directing for television. Laboratory directing experience.	0
1053	MST-581	Media Studies	College of Arts and Sciences	Media Studies	Dance on Video	Introduction to working with dance and video, including composing for the camera, recording dancers in action, and editing footage to create original work.	0
1054	MST-587	Media Studies	College of Arts and Sciences	Media Studies	Animation Production	Study and practice of techniques of animation.	0
1055	MST-588	Media Studies	College of Arts and Sciences	Media Studies	Documentary Production	Documentary construction, research, planning, and production techniques. Further development of video production skills in supervised laboratory project.	0
1056	MUE-601	Music Education	College Visual/Performing Arts	School of Music	Research Methods in Music	Writing skills, materials, and procedures utilized in music research; measurement, experimental design, theories/procedures for evaluation, statistics, computer applications, and initiation of scholarly research.	0
1057	MUE-605	Music Education	College Visual/Performing Arts	School of Music	The Measurement of Musical Behavior	Review of standardized music tests and an examination of methods for developing tests related to the measurement of musical behavior.	0
1058	MUE-618	Music Education	College Visual/Performing Arts	School of Music	Psychology of Music	The physical and psychological aspects of music involving human behavior.	0
1059	MUE-627	Music Education	College Visual/Performing Arts	School of Music	Issues in Multicultural Music Education	Overview of historical, philosophical, cultural, and pedagogical issues in multicultural music education. Emphasis on the development of knowledge that will inform and enhance instructional practice.	0
1060	MUE-632	Music Education	College Visual/Performing Arts	School of Music	Methods and Materials of Music Reading Instruction	Overview of methods and materials for music reading instruction. Emphasis on connections between language and music reading. Involves weekly online sessions, individual projects, and two related workshops.	0
1061	MUE-633	Music Education	College Visual/Performing Arts	School of Music	Music for Exceptional Children	Review of the learning styles of exceptional children and the implications for providing realistic musical activities in the classroom. Emphasis will be placed on developing musical skills with special learners.	0
1062	MUE-634	Music Education	College Visual/Performing Arts	School of Music	Contemporary Trends in Music Education	Current philosophies and concepts influencing contemporary music education practices, methods, and materials. Investigation into social psychology of music as applied to existing music instruction in public schools.	0
1063	MUE-639	Music Education	College Visual/Performing Arts	School of Music	Advanced Conducting	Advanced conducting skills including baton technique, score reading, rehearsal techniques, score analysis, repertoire, programming, and interpretation.	0
1064	MUE-645	Music Education	College Visual/Performing Arts	School of Music	Teaching Elementary Music: Theory and Practice	Emphasis on strategies and materials for developing children's musicianship and problem-solving skills. Consideration of current child development and learning theories to teaching elementary general music.	0
1065	MUE-650	Music Education	College Visual/Performing Arts	School of Music	Seminar in Music Education	Salient philosophies, practices, and methods involving music education as considered in a social context; challenges in dealing with elementary and secondary students and opportunities for music education in the community. Individual research project required.	0
1066	MUE-653	Music Education	College Visual/Performing Arts	School of Music	Music Supervision	Philosophical foundations of music education as related to the development of supervisory and administrative programs. Basic concepts of music education and means for evaluation of music education curricula.	0
1067	MUE-656	Music Education	College Visual/Performing Arts	School of Music	Advanced Choral and General Music Methods for the Adolescent	Examination of contemporary research and pedagogy with an emphasis on developing appropriate instructional strategies for use with adolescent students in choral and general music classrooms.	0
1068	MUE-657	Music Education	College Visual/Performing Arts	School of Music	Advanced Instrumental Methods	Overview of current practice in learning and teaching music with emphasis on the development of practical strategies for implementation within the instrumental music classroom.	0
1069	MUE-659	Music Education	College Visual/Performing Arts	School of Music	Philosophy of Music	Overview of historical and current philosophies of music. Specific applications will be made to various areas of expertise, including music composition, education, history, performance, and theory.	0
1070	MUE-692	Music Education	College Visual/Performing Arts	School of Music	Portfolio Development in Music Education	Development of a portfolio that reflects the application of course work in music education to classroom teaching.	0
1071	MUE-692	Music Education	College Visual/Performing Arts	School of Music	Portfolio Development in Music Education	Development of a portfolio that reflects the application of course work in music education to classroom teaching.	0
1072	MUE-703	Music Education	College Visual/Performing Arts	School of Music	Music and the Brain	An exploration of how music is processed in the brain from infancy through older age.	0
1073	MUE-704	Music Education	College Visual/Performing Arts	School of Music	Creative Thinking in Music	Introduction to the major literature in creative thinking in music as it relates to music teaching and learning.  Projects include creative work in music, journal entries, short papers, teaching strategies.	0
1074	MUE-705	Music Education	College Visual/Performing Arts	School of Music	College and University Music Administration	Provide basic information and skills for those who are in administrative assignments, who desire careers as music administrators, or who desire and understanding of the operations of a music unit.	0
1075	MUE-706	Music Education	College Visual/Performing Arts	School of Music	Choral Practice Around the World	An introduction to the issues, materials and pedagogy that inform teaching vocal music from diverse cultures to ensembles or classrooms of trained and untrained singers.	0
1076	MUE-707	Music Education	College Visual/Performing Arts	School of Music	Qualitative Research in Music Education	Various inquiry approaches as practiced specifically in music education including case study, narrative, phenomenology, grounded theory, and ethnography; completion of small-scale research study; development of writing and presentation skills.	0
1077	MUP-600	Music Performance	College Visual/Performing Arts	School of Music	Recital	Performance of a faculty approved repertoire selection of approximately 50 minutes of music.	0
1078	MUP-601	Music Performance	College Visual/Performing Arts	School of Music	Repertoire Class	A workshop class where pedagogy of the performance medium is discussed and works of musical literature are performed, coached, and discussed.	0
1079	MUP-604	Music Performance	College Visual/Performing Arts	School of Music	Composition Seminar	A workshop class where pedagogy of musical composition is discussed and recent works by student and professional composers are presented, performed, coached, and/or discussed.	0
1080	MUP-605	Music Performance	College Visual/Performing Arts	School of Music	Principles of Jazz Theory	Establishes a foundation of knowledge for the study of jazz improvisation and composition, stressing jazz nomenclature, chord/scale analysis, basic chord substitution.	0
1081	MUP-609	Music Performance	College Visual/Performing Arts	School of Music	Jazz Pedagogy	Principles of jazz interpretation, improvisation, and arranging. Procedures for organizing and administering jazz programs. Survey of jazz materials.	0
1082	MUP-610	Music Performance	College Visual/Performing Arts	School of Music	Lecture-Demonstration	A research project leading to a public lecture recital.	0
1083	MUP-612	Music Performance	College Visual/Performing Arts	School of Music	Piano Pedagogy I	Survey of current piano teaching philosophies, methods, materials, and their application for private and group instruction. Supervised teaching of beginning piano students.	0
1084	MUP-613	Music Performance	College Visual/Performing Arts	School of Music	Piano Literature I	Survey of piano literature from ca. 1760-1825, with a preliminary investigation of music for the other keyboard instruments from the earliest extant sources.	0
1085	MUP-614	Music Performance	College Visual/Performing Arts	School of Music	Piano Literature II	Survey of piano literature from ca. 1825 to the present.	0
1086	MUP-620	Music Performance	College Visual/Performing Arts	School of Music	Seminar in Piano	Study of a particular composer or genre of piano literature emphasizing stylistic features, performance problems, pedagogy, and historical perspectives. Topic to be announced.	0
1087	MUP-622	Music Performance	College Visual/Performing Arts	School of Music	Seminar in Choral Literature	In-depth study of a limited area of choral literature, tracing its historical development and performance practice. Topic to be announced.	0
1088	MUP-623	Music Performance	College Visual/Performing Arts	School of Music	Jazz Arranging I	Beginning study of language and techniques employed in arranging music for various jazz ensembles.	0
1089	MUP-624	Music Performance	College Visual/Performing Arts	School of Music	Jazz Arranging II	Advanced study of techniques and disciplines employed in arranging for jazz ensembles.	0
1090	MUP-626	Music Performance	College Visual/Performing Arts	School of Music	Song Literature I	Survey of non-operatic solo vocal repertoire: Italian (Baroque and Classical), German, Nationalistic, Spanish. Brief historical study of major composers, poets, compositional style, and historical periods.	0
1091	MUP-627	Music Performance	College Visual/Performing Arts	School of Music	Principles of Vocal Pedagogy	Teaching process as applied to singing. Includes historical development and an examination and comparison of concepts and approaches past and present.	0
1092	MUP-634	Music Performance	College Visual/Performing Arts	School of Music	Song Literature II	Survey of non-operatic solo vocal repertoire: Italian (Romantic and 20th Century), French, British, 20th-Century American. Brief historical study of major composers, poets, compositional style, and historical periods.	0
1093	MUP-636	Music Performance	College Visual/Performing Arts	School of Music	Band Literature	Band literature and the origins of the band emphasizing its important and expanded cultivation during the past century in the United States and Europe.	0
1094	MUP-638	Music Performance	College Visual/Performing Arts	School of Music	Organ Pedagogy	A study and evaluation of procedures used in the teaching of organ. Emphasis on skills and techniques through exercises and literature.	0
1095	MUP-640	Music Performance	College Visual/Performing Arts	School of Music	Vocal Coaching	Facilitate the progressive development of voice students through advanced and comprehensive study of repertoire and performance techniques, focusing primarily on diction, style and interpretation.	0
1096	MUP-644	Music Performance	College Visual/Performing Arts	School of Music	Digital Music I	Introductory course in electronic composition. Lecture and laboratory experience.	0
1097	MUP-645	Music Performance	College Visual/Performing Arts	School of Music	Digital Music Composition II	Further exploration of compositional concepts dealing with MIDI, sound synthesis, multitracking, and recording techniques. Emphasis on live, interactive electronic music resources including Max/MSP, C-Sound, Reaktor, and others.	0
1098	MUP-651	Music Performance	College Visual/Performing Arts	School of Music	Performance Studies	Performance studies instruction on principal instrument, voice, composition, or conducting.	0
1099	MUP-653	Music Performance	College Visual/Performing Arts	School of Music	Performance Studies (Secondary)	Performance studies instruction on secondary instrument, voice, composition, or conducting.	0
