SCBCRSE_SUBJ_CODE	SUBJ_DESC	SCBCRSE_CRSE_NUMB	College	COLL_DESC	Department	DEPT_DESC	Title	Long_Title	Status	Last_Taught	Schedule_Codes	CIP_Code	Course_Prerequisites	Course_Corequisites	COURSE_DESC
MST	Media Studies	471	AS	College of Arts and Sciences	MST	Media Studies	Editing II	Editing II	A	202001	LEC	500602	 (MST 272[D-] or BCN 272[D-]) or (MST 375[D-] or BCN 375[D-])		Survey of the history, aesthetics, and techniques in sequencing moving images. Prerequisite: MST 272 or MST 375; Media Studies major; or permission of instructor.
MST	Media Studies	480	AS	College of Arts and Sciences	MST	Media Studies	Directing for Television	Directing for Television	A		STU	90701			Fundamental principles of directing for television. Laboratory directing experience. Prerequisite: Junior or senior standing, or permission of instructor.
MST	Media Studies	481	AS	College of Arts and Sciences	MST	Media Studies	Dance on Video	Dance on Video	A		PRC	500602	 MST 271[D-] or BCN 271[D-]		Introduction to working with dance and video, including composing for the camera, recording dancers in action, and editing footage to create original work. Prerequisite: MST 271 or permission of instructor.
MST	Media Studies	483	AS	College of Arts and Sciences	MST	Media Studies	Advanced Media Production	Advanced Media Production	A	202001	LEC	90102	 MST 271[D-]		Advanced application of principles and techniques of media production. Prerequisite: MST 271; Media Studies majors only; Notes: May be repeated for credit when topic varies.
MST	Media Studies	485	AS	College of Arts and Sciences	MST	Media Studies	Client Based Production	Client Based Production	A	202001	PRC	90102	 (MST 271[D-] or BCN 271[D-]) and (MST 272[D-] or BCN 272[D-] or MST 375[D-])		Collaborative work on the production of a client sponsored program. Emphasis on collaboration in a timely, professional manner in an environment in which students may not have complete creative control. Prerequisite: MST 271 and MST 272 (or MST 375); or permission of instructor; Notes: May be repeated for a total of 6 s.h.
MST	Media Studies	487	AS	College of Arts and Sciences	MST	Media Studies	Animation Production	Animation Production	A		LEC	500602	 (MST 370[D-] or BCN 370[D-]) and MST 375[D-]		Study and practice of techniques of animation. Prerequisite: MST 370 and MST 375; or permission of instructor.
MST	Media Studies	488	AS	College of Arts and Sciences	MST	Media Studies	Documentary Production	Documentary Production	A	201908	LEC	500607	 (MST 370[D-] or BCN 370[D-]) and MST 375[D-]		Documentary construction, research, planning, and production techniques. Further development of video production skills in supervised laboratory project. Prerequisite: MST 370 and MST 375; or permission of instructor.
MST	Media Studies	490	AS	College of Arts and Sciences	MST	Media Studies	WUAG Advanced Workshop	Advanced WUAG Workshop	A	202001	STU	90102			Supervised participation at an advanced level of radio broadcasting or program production at the campus radio station WUAG. Notes: May be repeated for credit for a maximum of 3 s.h.
MST	Media Studies	492	AS	College of Arts and Sciences	MST	Media Studies	Media Internship	Media Internship	A	202005	INT	90102	 		Field learning experience in media industries. Academic supervision provided by faculty member and direction in the field provided by job supervisor. Prerequisite: Restricted to Media Studies majors and permission of the Director of Internships; Notes: May be repeated for credit for total of 6 s.h.
MST	Media Studies	495	AS	College of Arts and Sciences	MST	Media Studies	Adv Spartan Television Workshp	Advanced Spartan Television Workshop	A	201608	LEL	90102			Supervised participation at an advanced level in the production of television programming and promotion of Spartan Television. Notes: May be repeated for credit for a maximum of 3 s.h.
MST	Media Studies	497	AS	College of Arts and Sciences	MST	Media Studies	Adv Media Production Practicum	Advanced Media Production Practicum	A	201901	STU	90799			Advanced, in-depth, hands-on exposure to the many aspects of the production and postproduction process of film and electronic visualization. Prerequisite: Permission of instructor; Notes: May be repeated for a total of three (3) semester hours.
MST	Media Studies	520	AS	College of Arts and Sciences	MST	Media Studies	History of Film to 1938	History of Film to 1938	A	201808	LEC	500601	 MST 225[D-] or BCN 225[D-]		Advanced study of world cinema from its prehistory in the late 19th century to the beginning of World War II in Europe, emphasizing significant movements, genres, and filmmakers. Prerequisite: MST 225; Graduate standing; or permission of instructor.
MST	Media Studies	521	AS	College of Arts and Sciences	MST	Media Studies	History of Film since 1938	History of Film since 1938	A	201901	LEC	500601	 MST 225[D-] or BCN 225[D-]		Advanced study of world cinema from the beginning of World War II in Europe through the present, emphasizing significant movements, genres, and filmmakers. Prerequisite: MST 225; Graduate standing; or permission of instructor.
MST	Media Studies	524	AS	College of Arts and Sciences	MST	Media Studies	Media Financing / Distribution	Media Financing and Distribution	A	201301	LEC	90102	 		The processes of raising and budgeting funds and distributing film and videos for theatrical release, direct DVD/video release, or television broadcast.
MST	Media Studies	525	AS	College of Arts and Sciences	MST	Media Studies	Media Organization And Mgmt	Media Organization and Management	A	201808	LEC	90701	 		Principles and practices of the organization and management of electronic media and motion pictures. Prerequisite: Junior, senior, or graduate standing; or permission of instructor.
MST	Media Studies	528	AS	College of Arts and Sciences	MST	Media Studies	Topics in Film Studies	Topics in Film Studies	A	201801	LEC	90102	 MST 225[D-] or BCN 225[D-]		Study of selected topics in fictive or nonfictive films, including genres, works of an individual director, or other emphasis. Prerequisite: MST 225; graduate standing; or permission of instructor; Notes: May be repeated for credit when topic changes.
MST	Media Studies	550	AS	College of Arts and Sciences	MST	Media Studies	Media Script Analysis	Media Script Analysis	A	201901	SEM	90102	 		Analysis of the key structural and thematic elements of narrative screenplays. Prerequisite: Graduate standing or permission of instructor.
MST	Media Studies	551	AS	College of Arts and Sciences	MST	Media Studies	Writing the Feature Film I	Writing the Feature Film I	A	201808	SEM	500602	 (MST 350[D-] or BCN 350[D-])		Advanced study of screenwriting with emphasis on the creation of a step outline for a feature length screenplay. Prerequisite: MST 350, or graduate standing, or permission of instructor.
MST	Media Studies	552	AS	College of Arts and Sciences	MST	Media Studies	Writing the Feature Film II	Writing the Feature Film II	A	201901	SEM	500602	 MST 551[D-] or BCN 551[D-]		A writing workshop in which students complete the first draft and a polish of a feature-length screenplay, based on the outline from MST 551. Prerequisite: MST 551.
MST	Media Studies	553	AS	College of Arts and Sciences	MST	Media Studies	Adv Media Writing	Advanced Media Writing	A	201708	SEM	90101	 		Practice in television script writing with emphasis given to development of concepts and proposals for episodic television. Practice in analyzing and writing for existing television series and/or development of new programs. Prerequisite: Graduate standing or permission of instructor.
MST	Media Studies	580	AS	College of Arts and Sciences	MST	Media Studies	Directing for Television	Directing for Television	A	201808	STU	90701	 		Fundamental principles of directing for television. Laboratory directing experience. Prerequisite: Graduate standing or permission of instructor.
MST	Media Studies	581	AS	College of Arts and Sciences	MST	Media Studies	Dance on Video	Dance on Video	A	201808	PRC	500602	 (MST 271[D-] or BCN 271[D-])		Introduction to working with dance and video, including composing for the camera, recording dancers in action, and editing footage to create original work. Prerequisite: MST 271, or graduate standing, or permission of instructor.
MST	Media Studies	587	AS	College of Arts and Sciences	MST	Media Studies	Animation Production	Animation Production	A	201901	LEC	500602	 (MST 370[D-] or BCN 370[D-]) and MST 375[D-]		Study and practice of techniques of animation. Prerequisite: MST 370 and MST 375; or Graduate standing; or permission of instructor.
MST	Media Studies	588	AS	College of Arts and Sciences	MST	Media Studies	Documentary Production	Documentary Production	A	201808	LEC	500607	 (MST 370[D-] or BCN 370[D-]) and MST 375[D-]		Documentary construction, research, planning, and production techniques. Further development of video production skills in supervised laboratory project. Prerequisite: MST 370 and MST 375; or Graduate standing; or permission of instructor.
MST	Media Studies	803	AS	College of Arts and Sciences	MST	Media Studies	Research Extension	Research Extension 	A	201608	IND	500602			Research Extension.
MUE	Music Education	90	VP	College Visual/Performing Arts	MUS	School of Music	Music Education Convocation	Music Education Convocation	A	202001	COL	500912			Monthly presentations by music education majors, faculty and guests. See Student Information Manual.
MUE	Music Education	110	VP	College Visual/Performing Arts	MUS	School of Music	Found Orientn to Music Eductn	Foundational Orientation to Music Education	A	201908	LEL	500912			Overview of music education at UNCG and P-12 music teaching. Designed to enable students to make early career choices. Students will study the music curriculum and its place in schools. Prerequisite: Admission to Music Education Major (MEDU)
MUE	Music Education	111	VP	College Visual/Performing Arts	MUS	School of Music	Found Tchng Technques in Music	Foundational Teaching Techniques in Music	A	202001	LEL	500912	 MUS 110[D-] or MUE 110[D-]		Students will explore sequential processes of musical development, skills, content, methods, techniques and materials concerning the singing voice, classroom listening, sight reading, movement, and music series books. Prerequisite: MUE 110
MUE	Music Education	208	VP	College Visual/Performing Arts	MUS	School of Music	Intro to Tching Instrumntl Mus	Introduction to Teaching Instrumental Music	A	202001	LEL	500912	 MUS 111[D-] or MUE 111[D-]		Introduction to the fundamentals of teaching instrumental music in the public schools. Includes pedagogical and performance skills in a laboratory setting. Prerequisite: MEDU major with Choral/General Music Education concentration, and MUE 111; or permission of instructor; Notes: Required: MEDU major with Choral/General Music Education concentration.
MUE	Music Education	209	VP	College Visual/Performing Arts	MUS	School of Music	Intro to Teachng Choral Music	Introduction to Teaching Choral Music	A	202001	LEL	500912			Introduction to choral methods at the secondary level. Includes vocal laboratory. Prerequisite: MEDU major with Instrumental/General Music Education concentration; admission to the Teacher Education Program; junior standing or permission of instructor
MUE	Music Education	261	VP	College Visual/Performing Arts	MUS	School of Music	Found of Tchng for Mus Undrstd	Foundations of Teaching for Musical Understanding	A	202001	LEL	500912	 MUE 110[D-] and (MUS 111[D-] or MUE 111[D-]) or (MUS 363[D-] or MUE 363[D-]) or (MUS 364[D-] or MUE 364[D-]) or (MUS 365[D-] or MUE 365[D-]) or (MUS 366[D-] or MUE 366[D-])		Overview of the teaching of all musical elements within a developmentally appropriate P–12 general music curricular framework. Emphasizes theories of learning and development in relation to music. Prerequisite: MUE 110 and either MUE 111 or MUE 363 or MUE 364 or MUE 365 or MUE 366; or permission of instructor
MUE	Music Education	300X	VP	College Visual/Performing Arts	MUS	School of Music	Experimental Course	Experimental Course	A		LEC	500912			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
MUE	Music Education	356	VP	College Visual/Performing Arts	MUS	School of Music	Found of Teaching Vocal Music	Foundations of Teaching Vocal Music	A	202001	LEL	500912	 MUE 261[D-] or MUS 261[D-]		Survey of secondary school choral music materials, instruction, rehearsal strategy, evaluation, and program organization; includes supervised teaching practicum. Content in cultural diversity and exceptional learners will be explored in detail. Prerequisite: MUE 261; admission to the Teacher Education Program; junior standing; or permission of instructor
MUE	Music Education	357	VP	College Visual/Performing Arts	MUS	School of Music	Marching Band Techniques	Marching Band Techniques	A	201908	LEC	500912			Study of marching band techniques, including drill design, auxiliary units, personnel and equipment management. Prerequisite: Admission to the Teacher Education Program; junior standing or permission of instructor
MUE	Music Education	361	VP	College Visual/Performing Arts	MUS	School of Music	Music for Presch/Elem Teachr	Music for Preschool and Elementary Teachers	A	202001	LEL	500912			Preschool and elementary school music and its place in preschool and K–5 curricula. Emphasis on music fundamentals, materials, teaching techniques, evaluation, and interrelationship of the arts. Prerequisite: Junior standing or permission of instructor
MUE	Music Education	363	VP	College Visual/Performing Arts	MUS	School of Music	Teaching Strings Laboratory	Teaching Strings Laboratory	A	202001	LEL	500912			Class instruction in orchestral bowed string instruments. Covers performance, pedagogy, and literature for teaching at elementary/intermediate level. Required: instrumental music education majors. Prerequisite: MEDU major or permission of instructor
MUE	Music Education	364	VP	College Visual/Performing Arts	MUS	School of Music	Teaching Brass Laboratory	Teaching Brass Laboratory	A	202001	LEL	500912			Class instruction in brass instruments. Covers performance, pedagogy, and literature for teaching at elementary level. Required: instrumental music education majors. Prerequisite: MEDU major or permission of instructor 
MUE	Music Education	365	VP	College Visual/Performing Arts	MUS	School of Music	Teaching Woodwinds Laboratory	Teaching Woodwinds Laboratory	A	202001	LEL	500912			Class instruction in woodwind instruments. Covers performance, pedagogy, and literature for teaching at elementary/intermediate level. Required: instrumental music education majors. Prerequisite: MEDU major or permission of instructor
MUE	Music Education	366	VP	College Visual/Performing Arts	MUS	School of Music	Teaching Percussion Laboratory	Teaching Percussion Laboratory	A	202001	LEL	500912			Class instruction in orchestral basic percussion instruments. Covers performance, pedagogy, and literature for teaching at elementary level. Required: instrumental music education majors. Prerequisite: MEDU major or permission of instructor 
MUE	Music Education	367	VP	College Visual/Performing Arts	MUS	School of Music	Found of Teachng Instrmntl Mus	Foundations of Teaching Instrumental Music	A	202001	LEL	500912	 (MUE 261[D-] or MUS 261[D-]) and (MUE 363[D-] or MUS 363[D-] or MUS 263[D-]) and (MUE 364[D-] or MUS 364[D-] or MUS 264[D-]) and (MUE 365[D-] or MUS 365[D-] or MUS 265[D-]) and (MUE 366[D-] or MUS 366[D-] or MUS 266[D-])		Philosophies and methods of organizing and teaching instrumental music in the schools. Includes planning and implementing pedagogic techniques in laboratory sessions. Cultural diversity and exceptional learner content explored in detail. Prerequisite: MUE 261, MUE 363, MUE 364, MUE 365, and MUE 366; admission to the Teacher Education Program; junior standing or permission of instructor
MUE	Music Education	368	VP	College Visual/Performing Arts	MUS	School of Music	Instrument Repair	Instrument Repair	A	202001	LEL	500912	 (MUS 363[D-] or MUE 363[D-]) and (MUS 364[D-] or MUE 364[D-]) and (MUS 365[D-] or MUE 365[D-]) and (MUS 366[D-] or MUE 366[D-])		Mechanics of brass, woodwind, percussion, and stringed instruments, plus laboratory time to develop skills in repairing instruments.  Prerequisite: MUE 363, MUE 364, MUE 365, and MUE 366; or permission of instructor.
MUE	Music Education	400X	VP	College Visual/Performing Arts	MUS	School of Music	Experimental Course	Experimental Course	A		LEC	500912			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
MUE	Music Education	419	VP	College Visual/Performing Arts	MUS	School of Music	Choral Conducting II	Choral Conducting II	A	201908	LEL	500906	 MUP 319[D-]		Supervised practice in conducting choral rehearsals; comparative study of rehearsal procedures and of choral objectives; continued study of choral repertory. Prerequisite: MUP 319 or permission of instructor 
MUE	Music Education	461	VP	College Visual/Performing Arts	MUS	School of Music	General Music in Elementry Sch	General Music in Elementary Schools	A	201908	LEL	500912	 MUS 261[D-] or MUE 261[D-]		Instructional methods and approaches to promote P-5 learners' musical understanding. Includes supervised teaching practicum. Content in reading education, cultural diversity, and exceptional learners will be explored in detail. Prerequisite: MUE 261; admission to the Teacher Education Program; senior standing or permission of instructor
MUE	Music Education	462	VP	College Visual/Performing Arts	MUS	School of Music	Singing Voice in Classrms/Ensm	Singing Voice in Classrooms and Ensembles	A	201908	LEC	500912	 MUS 356[D-] or MUE 356[D-]		Provides an overview of vocal anatomy/function, care of the voice, vocal repertoire, teaching strategies, and other specialized topics related to singing instruction in music classrooms and choral settings. Prerequisite: MUE 261 
MUE	Music Education	463	VP	College Visual/Performing Arts	MUS	School of Music	Advanced String Methods	Advanced String Methods	A	201808	LEL	500912	 MUE 363[D-] or MUS 363[D-] or MUS 263[D-]		Overview of classroom methods teaching for teaching strings with an emphasis on advanced skills on secondary string instruments. Prerequisite: MUE 363; sophomore standing or permission of instructor 
MUE	Music Education	464	VP	College Visual/Performing Arts	MUS	School of Music	Choral Music in the Schools	Choral Music in the Schools	A	201908	LEL	500912	 MUE 261[D-] or MUS 261[D-]		Advanced treatment of choral curriculum, literature selection, and teaching/assessment of ensemble musicianship. Includes supervised teaching practicum. Content in reading education, cultural diversity, and exceptional learners will be explored in detail. Prerequisite: MUE 261; admission to the Teacher Education Program; senior standing or permission of instructor
MUE	Music Education	465	VP	College Visual/Performing Arts	MUS	School of Music	Student Teaching in Music	Student Teaching in Music	A	202001	STT	500912	 (MUS 461[D-] or MUE 461[D-]) or (MUS 464[D-] or MUE 464[D-]) or (MUS 467[D-] or MUE 467[D-])	MUE 466	Intensive, field-based internship in school music education. Includes practical applications of previous course work in supervised settings. Taught as Speaking Intensive Course. Prerequisite: MUE 461 or MUE 464 or MUE 467; senior standing; passed advanced piano proficiency (MEDU major, choral/general concentration only); admission to the professional semester for student teaching; Corequisite: MUE 466
MUE	Music Education	466	VP	College Visual/Performing Arts	MUS	School of Music	Student Teaching Seminar	Student Teaching Seminar	A	202001	SEM	500912	 (MUS 461[D-] or MUE 461[D-]) or (MUS 464[D-] or MUE 464[D-]) or (MUS 467[D-] or MUE 467[D-])	MUE 465	Forum providing special education opportunities in conjunction with student teaching experiences. Emphasis placed on professional aspects of teaching. Reading education content explored in detail. Required: student teachers. Prerequisite: MUE 461 or MUE 464 or MUE 467; senior standing; passed advanced piano proficiency (MEDU major, choral/general concentration only), admission to the professional semester for student teaching; Corequisite: MUE 465
MUE	Music Education	467	VP	College Visual/Performing Arts	MUS	School of Music	Instrumental Music in Schools	Instrumental Music in the Schools	A	201908	LEL	500912	 (MUE 261[D-] or MUS 261[D-]) and (MUE 363[D-] or MUS 363[D-] or MUS 263[D-]) and (MUE 364[D-] or MUS 364[D-] or MUS 264[D-]) and (MUE 365[D-] or MUS 365[D-] or MUS 265[D-]) and (MUE 366[D-] or MUS 366[D-] or MUS 266[D-]) and (MUE 367[D-] or MUS 367[D-])		Methods of teaching instrumental music; study of administrative procedures, repertoire, personnel, and resources; application of music teaching techniques. Reading education, cultural diversity, and exceptional learner content will be explored in detail. Prerequisite: MUE 261, MUE 363, MUE 364, MUE 365, MUE 366, and MUE 367; admission to the Teacher Education Program; senior standing or permission of instructor
MUE	Music Education	472	VP	College Visual/Performing Arts	MUS	School of Music	Instrumental Conducting II	Instrumental Conducting II	A	202001	LEL	500906			Advanced conducting techniques, with emphasis on instrumental conducting. 
MUE	Music Education	497	VP	College Visual/Performing Arts	MUS	School of Music	Directed Study-Music Education	Directed Study in Music	A	201901	IND	500912			Supervised research in advanced subject area resulting in written document or composition. Project outline (available in Music office) prepared by student and supervising professor and approved by Associate Dean and Dean of School of Music. Prerequisite: Permission of supervising professor and Dean of School of Music; Notes: May be repeated for credit if topic varies.
MUE	Music Education	600X	VP	College Visual/Performing Arts	MUS	School of Music	Experimental Course	Experimental Course	A		LEC	500912			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
MUE	Music Education	601	VP	College Visual/Performing Arts	MUS	School of Music	Research Methods in Music	Research Methods in Music 	A	202005	LEC	500912			Writing skills, materials, and procedures utilized in music research; measurement, experimental design, theories/procedures for evaluation, statistics, computer applications, and initiation of scholarly research.
MUE	Music Education	605	VP	College Visual/Performing Arts	MUS	School of Music	Measurement of Musical Behavr	The Measurement of Musical Behavior 	A	202005	LEC	500912			Review of standardized music tests and an examination of methods for developing tests related to the measurement of musical behavior.
MUE	Music Education	618	VP	College Visual/Performing Arts	MUS	School of Music	Psychology of Music	Psychology of Music 	A	201908	LEC	500912			The physical and psychological aspects of music involving human behavior.
MUE	Music Education	627	VP	College Visual/Performing Arts	MUS	School of Music	Issues-Multicultural Music Ed	Issues in Multicultural Music Education 	A	202005	LEC	500912			Overview of historical, philosophical, cultural, and pedagogical issues in multicultural music education. Emphasis on the development of knowledge that will inform and enhance instructional practice.
MUE	Music Education	632	VP	College Visual/Performing Arts	MUS	School of Music	Mthds/Matrls-Music Rdng Instrc	Methods and Materials of Music Reading Instruction 	A	202001	LEL	500912			Overview of methods and materials for music reading instruction. Emphasis on connections between language and music reading. Involves weekly online sessions, individual projects, and two related workshops.
MUE	Music Education	633	VP	College Visual/Performing Arts	MUS	School of Music	Music for Exceptional Children	Music for Exceptional Children 	A	202005	LEC	500912			Review of the learning styles of exceptional children and the implications for providing realistic musical activities in the classroom. Emphasis will be placed on developing musical skills with special learners. Notes: Non-music majors may enroll.
MUE	Music Education	634	VP	College Visual/Performing Arts	MUS	School of Music	Contemporary Trends-Music Ed	Contemporary Trends in Music Education 	A	202005	LEC	500912			Current philosophies and concepts influencing contemporary music education practices, methods, and materials. Investigation into social psychology of music as applied to existing music instruction in public schools.
MUE	Music Education	639	VP	College Visual/Performing Arts	MUS	School of Music	Advanced Conducting	Advanced Conducting 	A	202005	LEL	500906			Advanced conducting skills including baton technique, score reading, rehearsal techniques, score analysis, repertoire, programming, and interpretation. Prerequisite: Graduate standing in any Music degree program.
MUE	Music Education	645	VP	College Visual/Performing Arts	MUS	School of Music	Teaching Elem Music:Thry/Pract	Teaching Elementary Music: Theory and Practice 	A	201901	LEC	500912			Emphasis on strategies and materials for developing children's musicianship and problem-solving skills. Consideration of current child development and learning theories to teaching elementary general music. Prerequisite: Music teaching experience in elementary school or the equivalent of MUE 465 Student Teaching in Music.
MUE	Music Education	650	VP	College Visual/Performing Arts	MUS	School of Music	Seminar in Music Education	Seminar in Music Education 	A	202005	SEM	500912			Salient philosophies, practices, and methods involving music education as considered in a social context; challenges in dealing with elementary and secondary students and opportunities for music education in the community. Individual research project required.
MUE	Music Education	653	VP	College Visual/Performing Arts	MUS	School of Music	Music Supervision	Music Supervision 	A	202005	LEC	500912			Philosophical foundations of music education as related to the development of supervisory and administrative programs. Basic concepts of music education and means for evaluation of music education curricula.
MUE	Music Education	656	VP	College Visual/Performing Arts	MUS	School of Music	Adv Choral/Gen Mus Methds-Adol	Advanced Choral and General Music Methods for the Adolescent 	A	201708	LEC	500912			Examination of contemporary research and pedagogy with an emphasis on developing appropriate instructional strategies for use with adolescent students in choral and general music classrooms.
MUE	Music Education	657	VP	College Visual/Performing Arts	MUS	School of Music	Advanced Instrumental Methods	Advanced Instrumental Methods 	A	201908	LEC	500912			Overview of current practice in learning and teaching music with emphasis on the development of practical strategies for implementation within the instrumental music classroom.
MUE	Music Education	659	VP	College Visual/Performing Arts	MUS	School of Music	Philosophy of Music	Philosophy of Music 	A	201905	LEC	500912			Overview of historical and current philosophies of music. Specific applications will be made to various areas of expertise, including music composition, education, history, performance, and theory. Prerequisite: Admission to master's or doctoral program in music.
MUE	Music Education	692A	VP	College Visual/Performing Arts	MUS	School of Music	Portfolio Dev in Music Eductn	Portfolio Development in Music Education 	A	202001	IND	500912			Development of a portfolio that reflects the application of course work in music education to classroom teaching. Prerequisite: Acceptance in MM in Music Education or permission of instructor.
MUE	Music Education	692B	VP	College Visual/Performing Arts	MUS	School of Music	Portfolio Dev in Music Educatn	Portfolio Development in Music Education 	A	202001	IND	500912			Development of a portfolio that reflects the application of course work in music education to classroom teaching. Prerequisite: Acceptance in MM in Music Education or permission of instructor.
MUE	Music Education	697	VP	College Visual/Performing Arts	MUS	School of Music	Directed Study in Music	Directed Study in Music 	A	201908	IND	500912			
MUE	Music Education	699	VP	College Visual/Performing Arts	MUS	School of Music	Thesis	Thesis	A	201708	DTS	500912			Individual guidance in the development of a specific research problem.
MUE	Music Education	701	VP	College Visual/Performing Arts	MUS	School of Music	Research Methods in Music II		A	201801	LEC	500912	 MUE 601[C] or MUS 601[C]		Advanced research methodology and procedures in music education.
MUE	Music Education	703	VP	College Visual/Performing Arts	MUS	School of Music	Music and the Brain	Music and the Brain	A	201801	LEC	500912			An exploration of how music is processed in the brain from infancy through older age.
MUE	Music Education	704	VP	College Visual/Performing Arts	MUS	School of Music	Creative Thinking in Music	Creative Thinking in Music	A	201408	LEC	500912			Introduction to the major literature in creative thinking in music as it relates to music teaching and learning.  Projects include creative work in music, journal entries, short papers, teaching strategies.
MUE	Music Education	705	VP	College Visual/Performing Arts	MUS	School of Music	College/University Music Admin	College and University Music Administration	A	201308	LEC	500912			Provide basic information and skills for those who are in administrative assignments, who desire careers as music administrators, or who desire and understanding of the operations of a music unit.
MUE	Music Education	706	VP	College Visual/Performing Arts	MUS	School of Music	Choral Pract Around the World	Choral Practice Around the World	A	201401	LEC	500912			An introduction to the issues, materials and pedagogy that inform teaching vocal music from diverse cultures to ensembles or classrooms of trained and untrained singers.
MUE	Music Education	707	VP	College Visual/Performing Arts	MUS	School of Music	Qualitative Rsrch in Music Edu	Qualitative Research in Music Education	A	202001	LEC	131312			Various inquiry approaches as practiced specifically in music education including case study, narrative, phenomenology, grounded theory, and ethnography; completion of small-scale research study; development of writing and presentation skills.
MUE	Music Education	740	VP	College Visual/Performing Arts	MUS	School of Music	Music Education in Society		A	201901	SEM	500912			An exploration of music education with particular attention to societal influences on teaching and learning music in the classroom and/or the studio.
MUE	Music Education	750X	VP	College Visual/Performing Arts	MUS	School of Music	Experimental Course	Experimental Course	A		LEC	500912			This number reserved for experimental courses. Refer to the Course Schedule for current offerings.
MUE	Music Education	797	VP	College Visual/Performing Arts	MUS	School of Music	Directed Study in Music		A	201908	IND	500912			Supervised advanced research requiring a written document or composition.
MUE	Music Education	799	VP	College Visual/Performing Arts	MUS	School of Music	Dissertation		A	202001	DTS	500912			
MUE	Music Education	802	VP	College Visual/Performing Arts	MUS	School of Music	Dissertation Extension		A	202001	DTS	500912			Dissertation Extension.
MUE	Music Education	803	VP	College Visual/Performing Arts	MUS	School of Music	Research Extension	Research Extension	A		IND	500912			
MUE	Music Education	90	VP	College Visual/Performing Arts	MUS	School of Music	Music Education Convocation	Music Education Convocation	A			500912			Monthly presentations by music education students, faculty, and guests. See Music Student Information Manual.  Notes: Grade: Pass/Not Pass (P/NP).
MUP	Music Performance	104	VP	College Visual/Performing Arts	MUS	School of Music	Introduction to Jazz Listening	Introduction to Jazz Listening	A	201908	LEL	500910			The jazz masters and significant jazz recordings of the 20th century will be introduced; these recordings will range from Louis Armstrong to John Coltrane. Aural recognition will be developed. Prerequisite: Music major 
MUP	Music Performance	115	VP	College Visual/Performing Arts	MUS	School of Music	Composition Skills	Composition Skills	A	202001	STU	500904			Students will compose pieces and perform their compositions. Student works will imitate historical styles or be freely devised. Ability to read music and play an instrument or sing is required. Prerequisite: Music major or permission of the instructor; Notes: May be repeated for credit.
MUP	Music Performance	125	VP	College Visual/Performing Arts	MUS	School of Music	Class Voice	Class Voice	A	202001	LEL	500903			Study of basic principles of vocal production, to include acquaintance with a variety of solo literature and the development of poise and stage deportment. Notes: May be repeated for credit.
MUP	Music Performance	131	VP	College Visual/Performing Arts	MUS	School of Music	Class Piano 1st Level	Class Piano	A	202001	LAB	500903			Laboratory instruction in piano. Offered as preparation for piano proficiency required of music majors whose major or principal area is not piano. MUP 131, first level; MUP 132, second level; MUP 133, third level; MUP 134, fourth level. Prerequisite: MEDU, PRFM, or MUSI major; or permission of instructor
MUP	Music Performance	132	VP	College Visual/Performing Arts	MUS	School of Music	Class Piano 2nd Level	Class Piano	A	202001	LAB	500903			Laboratory instruction in piano. Offered as preparation for piano proficiency required of music majors whose major or principal area is not piano. MUP 131, first level; MUP 132, second level; MUP 133, third level; MUP 134, fourth level. Prerequisite: MEDU, PRFM, or MUSI major; or permission of instructor
MUP	Music Performance	133	VP	College Visual/Performing Arts	MUS	School of Music	Class Piano 3rd Level	Class Piano	A	202001	LAB	500903			Laboratory instruction in piano. Offered as preparation for piano proficiency required of music majors whose major or principal area is not piano. MUP 131, first level; MUP 132, second level; MUP 133, third level; MUP 134, fourth level. Prerequisite: MEDU, PRFM, or MUSI major; or permission of instructor 
MUP	Music Performance	134	VP	College Visual/Performing Arts	MUS	School of Music	Class Piano 4th Level	Class Piano	A	202001	LAB	500903			Laboratory instruction in piano. Offered as preparation for piano proficiency required of music majors whose major or principal area is not piano. MUP 131, first level; MUP 132, second level; MUP 133, third level; MUP 134, fourth level. Prerequisite: MEDU, PRFM, or MUSI major; or permission of instructor
MUP	Music Performance	151	VP	College Visual/Performing Arts	MUS	School of Music	Performance Studies		A	202001	PRF	500903			Instruction on principal instrument or in voice.
MUP	Music Performance	152	VP	College Visual/Performing Arts	MUS	School of Music	Performance Studies	Performance Studies	A	202001	PRF	500903			Instruction on principal instrument or in voice. Prerequisite: Audition required; Notes: May be repeated for credit if different instrument or with approval of Department Chair; Enrollment for 2–3 credits requires coregistration in an ensemble.
MUP	Music Performance	153	VP	College Visual/Performing Arts	MUS	School of Music	Performance Studies	Performance Studies	A	202001	PRF	500903			Performance studies instruction for non-majors or majors on secondary instrument/voice. Prerequisite: Admission as a Music major; or special permission of Department; enrollment in two (2) or more s.h. requires coregistration in an ensemble; Notes: May be repeated for credit if different instrument.
MUP	Music Performance	155	VP	College Visual/Performing Arts	MUS	School of Music	Secondary Piano for Music Ed	Secondary Piano for Music Education	A	202001	PRF	500907	 MUP 134[D-]		Studio instruction for Music Education majors whose secondary instrument is piano. Prerequisite: MUP 134, or pass first Music Education piano proficiency examination; MEDU Major.
